Date,Time,Heart rate (bpm),Tag
Jan 4,6:10 PM,144,General
Jan 4,12:20 PM,125,Resting
Jan 4,11:40 AM,133,General
Jan 4,10:00 AM,139,Resting
Jan 4,8:50 AM,129,Resting
Jan 4,8:40 AM,127,General
Jan 3,8:40 PM,122,Resting
Jan 3,8:30 PM,114,Resting
Jan 3,8:20 PM,105,General
Jan 3,7:50 PM,110,Resting
Jan 3,7:40 PM,113,Resting
Jan 3,7:30 PM,119,Resting
Jan 3,7:20 PM,117,General
Jan 3,7:12 PM,122,General
Jan 3,5:40 PM,133,General
Jan 3,5:10 PM,114,Resting
Jan 3,5:00 PM,113,Resting
Jan 3,4:50 PM,116,General
Jan 3,3:00 PM,115,Resting
Jan 3,1:40 PM,108,Resting
Jan 3,1:30 PM,109,Resting
Jan 3,1:00 PM,109,Resting
Jan 3,12:50 PM,112,Resting
Jan 3,12:40 PM,107,Resting
Jan 3,12:30 PM,101,General
Jan 3,12:20 PM,110,Resting
Jan 3,12:10 PM,96,General
Jan 3,11:20 AM,97,Resting
Jan 3,11:10 AM,101,Resting
Jan 3,10:50 AM,95,Resting
Jan 3,10:40 AM,102,General
Jan 3,10:10 AM,95,Resting
Jan 3,10:00 AM,101,Resting
Jan 3,9:50 AM,107,Resting
Jan 3,9:40 AM,100,Resting
Jan 3,9:30 AM,108,General
Jan 3,7:40 AM,95,Resting
Jan 3,7:30 AM,68,Resting
Jan 3,7:20 AM,64,Resting
Jan 3,7:10 AM,66,Resting
Jan 3,6:50 AM,63,Resting
Jan 3,6:40 AM,63,Resting
Jan 3,6:30 AM,61,Resting
Jan 3,6:20 AM,64,Resting
Jan 3,6:10 AM,62,Resting
Jan 3,6:00 AM,61,Resting
Jan 3,5:50 AM,67,Resting
Jan 3,5:40 AM,66,Resting
Jan 3,5:30 AM,68,Resting
Jan 3,5:20 AM,71,Resting
Jan 3,5:10 AM,67,Resting
Jan 3,5:00 AM,67,Resting
Jan 3,4:50 AM,65,Resting
Jan 3,4:40 AM,63,Resting
Jan 3,4:30 AM,60,Resting
Jan 3,4:20 AM,63,Resting
Jan 3,4:10 AM,67,Resting
Jan 3,4:00 AM,67,Resting
Jan 3,3:50 AM,71,Resting
Jan 3,3:40 AM,77,Resting
Jan 3,3:30 AM,76,Resting
Jan 3,3:20 AM,76,Resting
Jan 3,3:10 AM,67,Resting
Jan 3,3:00 AM,68,Resting
Jan 3,2:50 AM,75,Resting
Jan 3,2:40 AM,75,Resting
Jan 3,2:30 AM,74,Resting
Jan 3,2:20 AM,82,Resting
Jan 3,2:10 AM,80,Resting
Jan 3,2:00 AM,75,Resting
Jan 3,1:50 AM,74,Resting
Jan 3,1:41 AM,76,Resting
Jan 3,1:30 AM,81,Resting
Jan 3,1:20 AM,83,Resting
Jan 3,1:10 AM,82,Resting
Jan 3,1:00 AM,82,Resting
Jan 3,12:50 AM,81,Resting
Jan 3,12:40 AM,83,Resting
Jan 3,12:30 AM,85,Resting
Jan 3,12:20 AM,85,Resting
Jan 3,12:10 AM,97,Resting
Jan 3,12:00 AM,101,Resting
Jan 2,11:50 PM,103,Resting
Jan 2,11:40 PM,101,Resting
Jan 2,11:30 PM,103,Resting
Jan 2,11:20 PM,104,Resting
Jan 2,11:04 PM,101,General
Jan 2,11:00 PM,103,General
Jan 2,8:21 PM,99,General
Jan 2,8:00 PM,103,Resting
Jan 2,7:50 PM,93,Resting
Jan 2,7:40 PM,102,Resting
Jan 2,7:30 PM,100,Resting
Jan 2,7:20 PM,102,General
Jan 2,7:00 PM,112,Resting
Jan 2,6:41 PM,104,Resting
Jan 2,6:20 PM,112,Resting
Jan 2,5:40 PM,111,Resting
Jan 2,5:30 PM,104,Resting
Jan 2,5:21 PM,118,General
Jan 2,5:10 PM,109,Resting
Jan 2,5:00 PM,111,General
Jan 2,3:39 PM,113,Surprised
Jan 2,3:20 PM,117,Resting
Jan 2,3:10 PM,102,Resting
Jan 2,2:50 PM,117,Resting
Jan 2,2:30 PM,122,General
Jan 2,1:50 PM,108,Resting
Jan 2,1:30 PM,103,Resting
Jan 2,1:20 PM,101,Resting
Jan 2,1:10 PM,108,Resting
Jan 2,1:00 PM,107,General
Jan 2,12:10 PM,105,General
Jan 2,11:20 AM,58,Resting
Jan 2,11:00 AM,113,Resting
Jan 2,10:50 AM,100,Resting
Jan 2,10:40 AM,104,Resting
Jan 2,10:20 AM,98,Resting
Jan 2,10:00 AM,101,Resting
Jan 2,8:50 AM,110,General
Jan 2,7:40 AM,52,Resting
Jan 2,7:30 AM,57,Resting
Jan 2,7:20 AM,58,Resting
Jan 2,7:10 AM,59,Resting
Jan 2,6:50 AM,56,Resting
Jan 2,6:40 AM,61,Resting
Jan 2,6:30 AM,61,Resting
Jan 2,6:20 AM,65,Resting
Jan 2,6:10 AM,56,Resting
Jan 2,6:00 AM,64,Resting
Jan 2,5:50 AM,63,Resting
Jan 2,5:40 AM,58,Resting
Jan 2,5:30 AM,60,Resting
Jan 2,5:20 AM,56,Resting
Jan 2,5:10 AM,60,Resting
Jan 2,5:00 AM,60,Resting
Jan 2,4:50 AM,60,Resting
Jan 2,4:40 AM,61,Resting
Jan 2,4:30 AM,61,Resting
Jan 2,4:20 AM,61,Resting
Jan 2,4:10 AM,68,Resting
Jan 2,4:00 AM,60,Resting
Jan 2,3:50 AM,64,Resting
Jan 2,3:40 AM,59,Resting
Jan 2,3:30 AM,64,Resting
Jan 2,3:20 AM,62,Resting
Jan 2,3:10 AM,62,Resting
Jan 2,3:00 AM,59,Resting
Jan 2,2:50 AM,64,Resting
Jan 2,2:40 AM,62,Resting
Jan 2,2:30 AM,65,Resting
Jan 2,2:20 AM,66,Resting
Jan 2,2:10 AM,64,Resting
Jan 2,2:00 AM,68,Resting
Jan 2,1:50 AM,67,Resting
Jan 2,1:40 AM,69,Resting
Jan 2,1:30 AM,71,Resting
Jan 2,1:20 AM,77,Resting
Jan 2,1:00 AM,81,Resting
Jan 2,12:50 AM,76,Resting
Jan 2,12:41 AM,85,Resting
Jan 2,12:30 AM,81,Resting
Jan 2,12:20 AM,82,Resting
Jan 2,12:10 AM,81,Resting
Jan 2,12:00 AM,89,Resting
Jan 1,11:50 PM,81,General
Jan 1,11:40 PM,74,Resting
Jan 1,11:20 PM,85,Resting
Jan 1,11:10 PM,77,Resting
Jan 1,10:50 PM,87,Resting
Jan 1,10:40 PM,82,Resting
Jan 1,10:30 PM,87,Resting
Jan 1,10:00 PM,76,General
Jan 1,9:30 PM,89,General
Jan 1,9:10 PM,100,Resting
Jan 1,9:00 PM,94,Resting
Jan 1,8:50 PM,93,Resting
Jan 1,8:41 PM,97,Resting
Jan 1,8:30 PM,98,Resting
Jan 1,8:00 PM,79,Resting
Jan 1,7:50 PM,84,Resting
Jan 1,7:40 PM,76,Resting
Jan 1,7:31 PM,87,General
Jan 1,7:00 PM,91,Resting
Jan 1,6:40 PM,87,Resting
Jan 1,5:50 PM,94,Resting
Jan 1,5:40 PM,94,Resting
Jan 1,5:30 PM,86,General
Jan 1,5:10 PM,82,Resting
Jan 1,5:00 PM,82,Resting
Jan 1,4:50 PM,81,Resting
Jan 1,4:40 PM,86,Resting
Jan 1,4:30 PM,86,Resting
Jan 1,4:10 PM,89,Resting
Jan 1,4:00 PM,94,Resting
Jan 1,3:50 PM,93,Resting
Jan 1,3:30 PM,86,Resting
Jan 1,3:20 PM,89,Resting
Jan 1,3:10 PM,92,Resting
Jan 1,3:00 PM,87,Resting
Jan 1,2:50 PM,90,Resting
Jan 1,2:40 PM,89,Resting
Jan 1,2:30 PM,94,Resting
Jan 1,1:50 PM,93,Resting
Jan 1,1:40 PM,103,Resting
Jan 1,1:30 PM,101,Resting
Jan 1,1:20 PM,91,Resting
Jan 1,1:00 PM,82,General
Jan 1,12:40 PM,81,Resting
Jan 1,12:10 PM,103,Resting
Jan 1,11:50 AM,96,General
Jan 1,11:30 AM,97,Resting
Jan 1,11:20 AM,99,Resting
Jan 1,11:10 AM,105,Resting
Jan 1,11:00 AM,92,Resting
Jan 1,10:50 AM,102,Resting
Jan 1,10:31 AM,108,General
Jan 1,12:30 AM,114,Resting
